id,name,duration,artist_id,artist_name,album_id,album_name,releasedate,lang,vocalinstrumental,gender,acousticelectric,speed,genres,instruments,vartags,rate_downloads_total,rate_listened_total,playlisted,favorited,likes,dislikes,avgnote,duration_log_scaled,rate_downloads_total_log_scaled,rate_listened_total_log_scaled,likes_log_scaled,dislikes_log_scaled,playlisted_scaled,favorited_scaled,avgnote_scaled
1014954,Qué Pasó,217,358187,Sundayers,119528,Impulsos,2013-03-12,es,vocal,female,,medium,"reggae, rock",,"vocal, happy, voice",29812,223571,270,152,1,0,8.0,-0.13032457824019386,-0.1936772152490528,-0.6435071681285868,-0.6853974707187045,-0.59732943765587,-0.5682691222534574,-0.5542095474917286,0.20948032766132743
1015339,I want you (pop rock remix),204,368292,Lollita,119554,Lollita,2013-03-13,en,vocal,female,electric,medium,"pop, rock","electricguitar, electroamplified","acoustic, vocal, voice",856500,1861975,333,172,30,2,8.6667,-0.33504119949591893,2.344308337843847,1.5372444473093474,1.4609068774344105,1.2939852114315047,-0.5228411059189905,-0.5335967948882427,0.5525295535353988
1015342,Don't you go away featuring Dr Llynx,220,368292,Lollita,119554,Lollita,2013-03-13,en,vocal,female,electric,medium,pop,,"acoustic, vocal, voice, lollita",130381,1290130,120,58,11,0,5.3333,-0.08481772267547927,0.9215574698065528,1.159775509966049,0.717698334245957,-0.59732943765587,-0.67643106590695,-0.651089484728112,-1.1626651210238161
1015359,Sexy jouet,204,368292,Lollita,119554,Lollita,2013-03-13,en,vocal,female,electric,medium,pop,synthesizer,"acoustic, vocal, voice",154576,1281302,184,100,13,0,8.0,-0.33504119949591893,1.050216456788897,1.1527113808104468,0.8384110615470495,-0.59732943765587,-0.6302819699481265,-0.6078027042607917,0.20948032766132743
1015363,Oh baby (featuring Blunty),220,368292,Lollita,119554,Lollita,2013-03-13,en,vocal,male,electric,medium,pop,synthesizer,"acoustic, vocal, voice",106084,915717,79,40,6,0,8.0,-0.08481772267547927,0.7656856941700233,0.807105221997916,0.2956195105774615,-0.59732943765587,-0.7059953305055713,-0.6696409620712492,0.20948032766132743
1015364,I want you ,203,368292,Lollita,119554,Lollita,2013-03-13,en,vocal,female,electric,high,"electropop, pop",,"acoustic, vocal, voice",95350,807161,117,62,8,1,8.0,-0.3513225673981673,0.6850576653356126,0.677284355985966,0.49241948630185417,0.5959572478189147,-0.6785943047800198,-0.6469669342074148,0.20948032766132743
101556,Sweet SuperHero,190,337016,Doune,11362,Sweet SuperHero,2007-11-02,,vocal,male,,medium,pop,,"vocal, fashion, voice, pink",24149,179664,86,40,3,0,8.0,-0.5705608878330695,-0.35289896089412937,-0.8684481674011371,-0.14260591974911638,-0.59732943765587,-0.700947773135075,-0.6696409620712492,0.20948032766132743
1017514,Ready Set Stay,178,432105,Grace Kelly,119818,Live At Scullers,2013-03-20,,vocal,female,,medium,pop,,"vocal, voice",498988,2041843,854,492,68,5,9.0714,-0.786606373837018,1.9359588859724541,1.6321172447640864,2.0874664423419906,2.487271896906289,-0.1471586216291927,-0.2037927532324695,0.7607671742212194
1018531,Walk alone (The Red Stone and The Last Stop),198,377380,Ground &amp; Leaves,119941,The Red Stone,2013-03-24,,vocal,male,acoustic,medium,"folk, country, pop",guitar,"acoustic, vocal, voice",22007,426715,121,67,4,0,6.0,-0.4339454943984959,-0.4230985375866441,0.021507730211882674,0.032133930175479726,-0.59732943765587,-0.6757099862825934,-0.6418137460565434,-0.8196158951497453
1022211,All You Know,274,432520,Quietly Concerned,120205,Homeless,2013-04-01,,vocal,male,electric,medium,"folk, pop",harmonica,"sad, acoustic, vocal, voice",117034,567655,1168,691,107,4,9.375,0.6430461685404204,0.8399319605775646,0.31513018191876174,2.438306842236104,2.173396442603052,0.0792603804187852,0.0013041351722144958,0.91698398084394
1022218,Brand new life,216,375130,Ralf G. (Ralf Gründer),120204,Brand new life,2013-04-01,,vocal,male,electric,medium,pop,synthesizer,"acoustic, vocal, voice",168875,2272792,182,82,20,1,6.8,-0.14563280337400056,1.1170858838444966,1.742361784874347,1.1559237645725349,0.5959572478189147,-0.6317241291968397,-0.626354181603929,-0.4079774060253163
1022386,Kid At Heart - Hello,295,369019,J.C.Vogt,120220,Kid At Heart - Hello,2013-04-01,en,vocal,male,electric,medium,pop,"acousticguitar, strings","acoustic, vocal, voice",220407,2274169,209,87,32,5,8.8333,0.8880610379072861,1.3183733210821078,1.7429849204056094,1.509865486060152,2.487271896906289,-0.612254979339211,-0.6212009934530576,0.6382532688955606
1027698,La Scelta del Presidente,197,351372,Millionaire Blonde,120852,La Scelta del Presidente,2013-04-19,it,vocal,female,electric,medium,"pop, electronic, electropop","synthesizer, violin","energetic, acoustic, vocal, voice",331754,1616864,440,221,55,3,8.0357,-0.4507189963791452,1.6274416249987063,1.3920271304144691,1.9239941634862263,1.7892439332936994,-0.4456855861128324,-0.4830955510097025,0.22784969523850523
1031187,I Want You,206,433610,Tamara Laurel,121316,I Want You - Single,2013-05-03,,vocal,female,,medium,"folk, pop, singersongwriter","strings, violin","vocal, voice",1190565,2656941,1551,901,251,7,9.5333,-0.30271538148511135,2.593222406220135,1.9030290829283272,3.1018111205067846,2.9825306187684837,0.35543387654736974,0.2177380375088157,0.9984369468794366
1031199,Thanks for Nothing,219,433617,Great White Buffalo,121321,Great White Buffalo,2013-05-03,,vocal,male,,medium,"rock, indie","electricguitar, drums","vocal, voice, gwb",17416,277461,405,267,13,0,9.4,-0.09991767191851679,-0.5999302909040275,-0.42133269738179624,0.8384110615470495,-0.59732943765587,-0.47092337296531395,-0.43568622002168506,0.9298476836290785
1031200,Likely Story,223,433617,Great White Buffalo,121321,Great White Buffalo,2013-05-03,,vocal,male,,medium,"rock, indie","electricguitar, drums","vocal, voice, gwb",117005,668865,831,497,79,2,8.375,-0.03992446141005186,0.8397446527088507,0.4839269940155456,2.203300134053832,1.2939852114315047,-0.1637434529893949,-0.19863956508159805,0.40243586943840354
1032157,Tramp,172,421279,Kassy Key &amp; the Raindoggs,121460,Tramp,2013-05-08,en,vocal,male,electric,medium,"blues, rock, rockabilly","bass, electricguitar","acoustic, vocal, retro, voice, burlesque",43333,301304,354,166,27,2,9.0,-0.9001241790687159,0.08899521483517603,-0.3365176350788852,1.3812026125166377,1.2939852114315047,-0.5076984338075015,-0.5397806206692884,0.7240284390668638
1033935,Ashley Ft Juanga Cambia Papa,190,434068,Ashley ,121729,Llegue Yo,2013-05-17,,vocal,female,,medium,"pop, bachata, rock",,"vocal, ballad, voice",47455,329726,115,45,14,3,8.6667,-0.5705608878330695,0.15767336805507526,-0.24377761845634735,0.8924381841705531,1.7892439332936994,-0.6800364640287331,-0.6644877739203777,0.5525295535353988
103599,Electricity,213,87,Alexander Blu,11977,Electricity,2007-11-08,,instrumental,neutral,electric,medium,funk,"drums, synthesizer","happy, energetic, lounge",31259,510638,782,327,4,0,8.0,-0.19198436078714862,-0.15785515755505522,0.20622664021521644,0.032133930175479726,-0.59732943765587,-0.19907635458286915,-0.37384796221122757,0.20948032766132743
103614,River,269,87,Alexander Blu,11977,Electricity,2007-11-08,,instrumental,neutral,electric,medium,"ambient, electronic",synthesizer,,15443,340874,462,229,2,0,8.0,0.5819521039629474,-0.6907999619917576,-0.2095684821979233,-0.3678847676932192,-0.59732943765587,-0.4298218343769868,-0.47485044996830816,0.20948032766132743
1036435,FLIGHT,208,365425,Sweet Play,122017,Across The Sky,2013-05-27,en,vocal,female,electric,medium,"electronic, pop, triphop",,"acoustic, vocal, peaceful, voice",27320,956782,721,476,13,1,8.75,-0.27070039346041863,-0.25965215553610993,0.8522377219267904,0.8384110615470495,0.5959572478189147,-0.24306221166862282,-0.22028295531525816,0.5953914112154797
1036439,NOTHING REACTED,271,365425,Sweet Play,122017,Across The Sky,2013-05-27,,vocal,female,electric,medium,"electronic, triphop",,"dark, acoustic, vocal, voice",35940,316464,318,193,37,0,8.0,0.6065244155020784,-0.05238811670248439,-0.2860131939045117,1.6203416927097252,-0.59732943765587,-0.5336573002843397,-0.5119534046545826,0.20948032766132743
103653,Balkan,254,87,Alexander Blu,11977,Electricity,2007-11-08,,instrumental,neutral,electric,medium,"ambient, world, newage",,,15564,213264,352,194,0,0,6.6667,0.39164127306076985,-0.6849013506606918,-0.6920654658111204,-1.2281890216882927,-0.59732943765587,-0.5091405930562147,-0.5109227670244083,-0.47656666927567437
103663,Tomorrow,245,87,Alexander Blu,11977,Electricity,2007-11-08,,instrumental,neutral,electric,medium,"ambient, electronic",synthesizer,"lounge, neutral",13664,255508,397,231,3,0,4.0,0.2720044589436954,-0.78329963795227,-0.5061346925405973,-0.14260591974911638,-0.59732943765587,-0.4766920099601669,-0.47278917470795956,-1.848712117960818
1036934,Rainbow Stone,181,7063,Fresh Body Shop,122071,Rainbow Stone (single),2013-05-28,en,vocal,male,electric,high,"pop, indie, rock",synthesizer,"commercial, acoustic, energetic, voice",227340,1324061,379,182,68,5,8.625,-0.7312665995876065,1.341781695477591,1.1864842489566239,2.0874664423419906,2.487271896906289,-0.489671443198586,-0.5232904185864998,0.5310728972897877
103892,Sunday Evening,156,3901,Jampy,12064,The Unemployed,2007-11-10,,instrumental,neutral,electric,medium,jazz,"electricguitar, electroamplified",,9350,455385,140,55,0,0,4.0,-1.223241346390899,-1.070024429686033,0.088408615421942,-1.2281890216882927,-0.59732943765587,-0.6620094734198176,-0.6541813976186348,-1.848712117960818
1042147,Check Your Math,244,433907,DJ Spooky,122759,Of Water and Ice,2013-06-18,,instrumental,neutral,,medium,"hiphop, ambient, electronic",,neutral,204402,504785,578,360,46,1,9.8511,0.2584421872328951,1.2613942316342728,0.19436607285114693,1.7867948761121957,0.5959572478189147,-0.34617659795161915,-0.339836920415476,1.161960336684116
1044163,Silver,214,435269,The Gray Havens,122951,Where Eyes Don't Go,2013-06-26,,vocal,male,,medium,"indie, indiepop",,"happy, uplifting, vocal, voice",97378,330167,632,394,117,4,9.5,-0.1764620338323079,0.7009645314616101,-0.24240251998726492,2.507651473844877,2.173396442603052,-0.3072382982363618,-0.3047952409895501,0.9813024947696319
1044827,Story of One Success (extended mix),260,375935,Akashic Records,123035,Story of One Success (energetic symphonic rock),2013-06-28,,instrumental,neutral,electric,medium,pop,acousticguitar,"happy, uplifting, advertising",78733,487023,1775,760,6,1,8.0,0.4690757654708058,0.5403253616752485,0.15751248279433333,0.2956195105774615,0.5959572478189147,0.5169557124032521,0.0724181316542406,0.20948032766132743
1045016,Don't Lose Your Way,206,365810,Olga Zhilkova,123064,Don't Lose Your Way,2013-06-29,,vocal,female,electric,medium,pop,,"acoustic, vocal, voice",320713,1752584,226,112,33,5,8.75,-0.30271538148511135,1.601859303455539,1.474952965769417,1.5332428244141267,2.487271896906289,-0.5999966257251486,-0.5954350526987002,0.5953914112154797
1046286,Al despertar,320,435524,Los Brodies,123347,Está en el aire,2013-07-08,,vocal,male,,medium,"reggae, rock",,"vocal, happy, voice, reggaerock",17124,209301,133,79,1,0,7.5,1.1580251381114057,-0.6127092560088576,-0.7113634172625958,-0.6853974707187045,-0.59732943765587,-0.667057030790314,-0.6294460944944519,-0.04779372804144075
1046593,Cuando salga el sol,214,435524,Los Brodies,123347,Está en el aire,2013-07-08,,vocal,female,,medium,"reggae, rock",,"vocal, voice, reggaerock",30900,167229,105,60,0,0,7.5,-0.1764620338323079,-0.1665854994541163,-0.9422392453880464,-1.2281890216882927,-0.59732943765587,-0.6872472602722992,-0.6490282094677634,-0.04779372804144075
1046599,Contigo,262,435524,Los Brodies,123347,Está en el aire,2013-07-08,,vocal,male,,medium,reggae,,"vocal, voice, reggaerock",81149,411070,444,250,3,0,8.5,0.49449217210924046,0.5631695089418038,-0.016921565333854652,-0.14260591974911638,-0.59732943765587,-0.4428012676154059,-0.45320705973464803,0.4667543833640956
1047954,Brand New Life,233,416786,Café Del Chillia,123484,Brand New Life,2013-07-14,en,vocal,female,electric,medium,"rock, pop",synthesizer,"acoustic, vocal, voice",100269,473726,387,191,41,4,8.375,0.10549310822669833,0.7230768566430713,0.12903244652787565,1.698715315542123,2.173396442603052,-0.4839028062037331,-0.5140146799149312,0.40243586943840354
1048628,jam fun,379,356759,Arnaud Martin Jazabana,123557,Live in Goldengate,2013-07-16,,instrumental,,,medium,"jazz, jazzfunk",piano,"improvisation, groovy",18020,683242,47,24,3,0,8.0,1.7198176897819166,-0.5741635339799354,0.5058067724304469,-0.14260591974911638,-0.59732943765587,-0.7290698784849831,-0.6861311641540379,0.20948032766132743
1048629,sweet tania,306,356759,Arnaud Martin Jazabana,123557,Live in Goldengate,2013-07-16,,instrumental,,,medium,"jazz, jazzfunk",piano,,50209,757743,204,127,1,0,8.0,1.0095500181395627,0.20031027083988034,0.6122846612088207,-0.6853974707187045,-0.59732943765587,-0.6158603774609941,-0.5799754882460859,0.20948032766132743
1048630,westrio,305,356759,Arnaud Martin Jazabana,123557,Live in Goldengate,2013-07-16,,instrumental,,,medium,"jazz, latin, jazzfunk",piano,,7786,300051,32,13,1,0,8.0,0.9986869315003871,-1.20836086707748,-0.340804988753176,-0.6853974707187045,-0.59732943765587,-0.7398860728503324,-0.6974681780859551,0.20948032766132743
1048632,lounge funk,399,356759,Arnaud Martin Jazabana,123557,Live in Goldengate,2013-07-16,,instrumental,,,medium,"jazz, jazzfunk, latin",piano,,17520,345511,66,31,1,0,8.6667,1.8906004113238155,-0.5954305599360137,-0.19566752725561778,-0.6853974707187045,-0.59732943765587,-0.7153693656222073,-0.6789167007428178,0.5525295535353988
1051196,Earthbound,218,436034,Jill Zimmerman,123814,Earthbound,2013-07-25,en,vocal,female,,medium,"pop, folk","piano, electricguitar","happy, vocal, upbeat, voice",45272,2089417,340,199,17,0,8.0,-0.11508641387845568,0.1220800581165103,1.6558133031010664,1.035211037271442,-0.59732943765587,-0.5177935485484941,-0.5057695788735369,0.20948032766132743
1051197,Yosemite,230,436034,Jill Zimmerman,123814,Earthbound,2013-07-25,en,vocal,female,electric,medium,"pop, indie","piano, electricguitar","acoustic, vocal, voice",258217,1671339,572,327,76,2,9.0,0.06253079470510435,1.4380380656318943,1.4261187844374232,2.173369764330833,1.2939852114315047,-0.35050307569775885,-0.37384796221122757,0.7240284390668638
1051198,Tunnel Vision,201,436034,Jill Zimmerman,123814,Earthbound,2013-07-25,en,vocal,female,acoustic,medium,"pop, indie","electricguitar, piano","acoustic, vocal, voice, pianorock",111079,956933,159,87,4,1,8.0,-0.3841261145297274,0.8004611020032391,0.8524000782529962,0.032133930175479726,0.5959572478189147,-0.6483089605570419,-0.6212009934530576,0.20948032766132743
1051378,All Rights Reserved,183,434337,Anny Sky,123837,All Rights Reserved,2013-07-26,,vocal,female,,medium,"house, dance, pop",,"vocal, voice",82856,491638,269,131,29,3,8.2,-0.6948778974834201,0.5789034234695035,0.16721561027725335,1.4352297351401413,1.7892439332936994,-0.5689902018778139,-0.5758529377253887,0.31238994994243435
1051627,Pop Up,104,377055,ZOE.LEELA,123853,Digital Guilt,2013-07-26,,vocal,female,,medium,"pop, electronic, rock",drummachine,"vocal, urban, voice",457814,699202,546,304,99,7,7.6667,-2.5626640856501544,1.8708682762424096,0.5295628091845471,2.3780399839784288,2.9825306187684837,-0.3692511459310309,-0.3975526277052363,0.03798144212986197
1053845,Dark Clouds,449,340225,Peter Maze,124189,Mountain Lounge,2013-08-04,,instrumental,,,medium,"ambient, electronic, chillwave","cello, synthesizer","ethno, documentary",39611,1302490,391,264,2,0,8.0,2.2827629273221275,0.02111821564647094,1.169585138029044,-0.3678847676932192,-0.59732943765587,-0.4810184877063066,-0.43877813291220796,0.20948032766132743
10558,A l’orée d’un siècle en bois ,235,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,fr,vocal,male,electric,medium,metal,,"acoustic, vocal, voice, neutral",9205,44769,1744,1540,0,0,0.0,0.13382973119152725,-1.0818363100759096,-2.2980528336528026,-1.2281890216882927,-0.59732943765587,0.4946022440481969,0.8763154831901879,-3.9069045635829633
1055803,American Dream,239,436631,Joe Farren,124474,Open Skies,2013-08-13,en,vocal,male,electric,medium,,,"acoustic, energetic, vocal, voice",222895,685743,309,142,43,1,8.0,0.18978958796463574,1.326857371744359,0.5095658806879244,1.735144334004255,0.5959572478189147,-0.5401470169035493,-0.5645159237934715,0.20948032766132743
10559,Lesbos,180,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,fr,vocal,male,electric,veryhigh,metal,,"acoustic, energetic, vocal, voice",7152,29718,1729,1535,0,0,6.0,-0.7496111809874089,-1.2725482296189854,-2.719614149037512,-1.2281890216882927,-0.59732943765587,0.48378604968284766,0.8711622950393164,-0.8196158951497453
10560,Rapports tendus,197,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,medium,metal,,"acoustic, vocal, voice, neutral",8892,25476,1737,1545,0,0,6.0,-0.4507189963791452,-1.1079809717271536,-2.8780634334589115,-1.2281890216882927,-0.59732943765587,0.4895546866777006,0.8814686713410593,-0.8196158951497453
10561,La kasket aux 4 visieres,256,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,,medium,metal,,"vocal, voice, neutral",5509,22771,1702,1530,2,0,3.0,0.41765338272023067,-1.4697932013017567,-2.993542846002054,-0.3678847676932192,-0.59732943765587,0.46431689982521895,0.866009106888445,-2.3632602293663543
1056175,Cheat On Each Other,188,360584,Whalers,124526,Paddle Easy,2013-08-15,,vocal,male,,high,"rock, surfrock, indie","electricguitar, drums","vocal, voice",14072,220851,381,217,8,1,8.6667,-0.6056089283119829,-0.7610631441266055,-0.6561006785241683,0.49241948630185417,0.5959572478189147,-0.4882292839498728,-0.4872181015303996,0.5525295535353988
10562,Brojzdi abroujzdaniev vizjda,130,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,instrumental,male,electric,medium,,,,6748,17830,1694,1523,0,0,0.0,-1.8260482606534802,-1.3164898784704289,-3.24518555830295,-1.2281890216882927,-0.59732943765587,0.45854826283036604,0.858794643477225,-3.9069045635829633
10563,A mort la mort ,128,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,veryhigh,metal,,"acoustic, vocal, fast, voice, neutral",7972,16403,1678,1522,0,0,6.0,-1.8772728571914878,-1.1905195519767569,-3.3310029541082296,-1.2281890216882927,-0.59732943765587,0.44701098884066015,0.8577640058470507,-0.8196158951497453
10564,Clémentine on ne chante pas dans la nuit,186,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,female,electric,medium,metal,,"acoustic, vocal, voice, neutral",7325,22212,1698,1525,0,0,0.0,-0.6410298272813199,-1.2544857167075278,-3.0191131811632532,-1.2281890216882927,-0.59732943765587,0.4614325813277925,0.8608559187375735,-3.9069045635829633
10565,H,142,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,,medium,metal,,"vocal, voice, neutral",8455,29987,1709,1530,0,0,0.0,-1.5342236505550115,-1.146065522039355,-2.7103437175162806,-1.2281890216882927,-0.59732943765587,0.4693644571957153,0.866009106888445,-3.9069045635829633
10566,Ma crasse,90,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,high,metal,,"acoustic, vocal, voice, neutral",4021,17414,1694,1527,1,0,0.0,-3.039123081386404,-1.7077151228424094,-3.26947254548558,-0.6853974707187045,-0.59732943765587,0.45854826283036604,0.8629171939979221,-3.9069045635829633
10567,Les conquérants de l’univers,245,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,medium,metal,,"acoustic, vocal, voice, neutral",10001,22105,1715,1535,0,0,0.0,0.2720044589436954,-1.019156209202359,-3.024080987431775,-1.2281890216882927,-0.59732943765587,0.473690934941855,0.8711622950393164,-3.9069045635829633
10568,L’homme fourmi atomique,147,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,medium,metal,,"acoustic, vocal, voice, neutral",4347,14321,1687,1525,0,0,0.0,-1.419795443891511,-1.6488088070378937,-3.4706432264333666,-1.2281890216882927,-0.59732943765587,0.4535007054598697,0.8608559187375735,-3.9069045635829633
10569,Un bain de cassoulet ,163,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,fr,vocal,male,electric,medium,metal,,"acoustic, vocal, voice, neutral",4220,15711,1695,1528,0,0,0.0,-1.078005039954856,-1.6712143435165552,-3.3753456252308953,-1.2281890216882927,-0.59732943765587,0.4592693424547227,0.8639478316280964,-3.9069045635829633
10570,L’homme s’enterre,150,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,fr,vocal,male,electric,high,metal,,"acoustic, vocal, voice, neutral",3983,13472,1688,1525,0,0,0.0,-1.3529798284499193,-1.714890111840257,-3.5335136106434075,-1.2281890216882927,-0.59732943765587,0.45422178508422634,0.8608559187375735,-3.9069045635829633
10571,Va savoir,238,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,medium,metal,,"acoustic, vocal, voice, neutral",4892,16361,1699,1527,1,0,0.0,0.1758875506429089,-1.5595539658860054,-3.333640476063764,-0.6853974707187045,-0.59732943765587,0.4621536609521491,0.8629171939979221,-3.9069045635829633
10572,Qui a bu boira ,141,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,fr,vocal,male,electric,high,metal,,"acoustic, vocal, voice, neutral",6576,15420,1694,1524,0,0,0.0,-1.557588891013275,-1.3360019205439182,-3.3945789625115657,-1.2281890216882927,-0.59732943765587,0.45854826283036604,0.8598252811073992,-3.9069045635829633
10573,Tabass,183,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,medium,metal,,"acoustic, vocal, voice, neutral",3341,11784,1689,1524,0,0,0.0,-0.6948778974834201,-1.847700953203645,-3.671231792997281,-1.2281890216882927,-0.59732943765587,0.454942864708583,0.8598252811073992,-3.9069045635829633
10574,Bébé phoques fuck BB,134,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,medium,metal,,"acoustic, vocal, voice, neutral",10338,32716,1726,1535,0,0,0.0,-1.7259043778358496,-0.9941096940708511,-2.620735926794057,-1.2281890216882927,-0.59732943765587,0.4816228108097778,0.8711622950393164,-3.9069045635829633
1057482,Sorry,228,436872,Dayung,124709,Sorry,2013-08-21,,vocal,male,,medium,"rock, pop","electricguitar, drums","vocal, upbeat, voice, sorry",2067875,953675,12,7,0,0,0.0,0.03357815051678216,3.0105069948522507,0.8488913524018395,-1.2281890216882927,-0.59732943765587,-0.7543076653374646,-0.7036520038670009,-3.9069045635829633
10575,Knoklezout au taquet !,126,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,instrumental,male,electric,high,,,,3807,12736,1684,1519,0,0,0.0,-1.9292978703692958,-1.7490398646399947,-3.5913092359566936,-1.2281890216882927,-0.59732943765587,0.45133746658679985,0.8546720929565278,-3.9069045635829633
10576,Imbroglio,262,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,medium,metal,,"acoustic, energetic, vocal, voice, neutral",2716,12228,1693,1517,0,0,0.0,0.49449217210924046,-2.0041873307660563,-3.6331832578437306,-1.2281890216882927,-0.59732943765587,0.4578271832060094,0.8526108176961792,-3.9069045635829633
10577,La mouche,275,14,David TMX,1561,A l'orée d'un siecle en bois ,2006-03-29,,vocal,male,electric,medium,metal,,"acoustic, energetic, vocal, voice, neutral",5882,14690,1691,1518,0,0,0.0,0.6551316014151314,-1.420285137425065,-3.4444718159634844,-1.2281890216882927,-0.59732943765587,0.4563850239572962,0.8536414553263535,-3.9069045635829633
