,uid,entropy,n_items,entropy_norm
85,12000,6.624425954320058,953,0.9657139719011258
86,12100,5.527727395770656,398,0.9233728744323264
87,12300,5.749991241035119,339,0.9869535075618961
88,12400,5.780276493536915,617,0.8996722691201798
89,12600,6.488889172826466,811,0.9687413403588254
90,12800,6.816943301714678,1277,0.9531161983606038
91,12900,5.409337587385547,538,0.8602829620974118
92,13000,6.775838546399823,1008,0.9797729184415008
93,13100,4.411490886719541,147,0.8839896762471057
94,13200,6.264928092964604,701,0.9561114921144898
95,13300,5.434146841102755,440,0.8927793593339347
96,13500,7.174860863927199,1454,0.9852771615339119
97,13700,5.617873595476002,531,0.8953126152765358
98,14000,6.2063676720680006,868,0.9172615754621058
99,14100,5.238447483893654,265,0.938835328459251
100,14200,6.582448341691238,871,0.9723480745656362
101,14400,7.23341664048842,1797,0.9652439779171503
102,14500,5.651936219319506,453,0.924139292086208
103,14600,5.108741452302079,383,0.8588956624489895
104,14700,4.101852593345269,170,0.798678656030193
105,14800,5.572154032177764,263,0.9999999999999999
106,15100,5.75254546815514,365,0.9750246696516037
107,15200,6.436224745294632,1050,0.9252041545463962
108,15400,6.498993622196206,706,0.9907583580587872
109,15500,5.50751935000403,1043,0.7924651948805491
110,15600,4.9672240332991695,198,0.9392914549261705
111,15700,6.327837150807771,981,0.9185992000448563
112,15900,5.840423461559135,544,0.9272059882803985
113,16000,6.6346105966923785,919,0.9723482905040234
114,16100,6.571307807328984,923,0.9624582093768993
115,16200,5.669023982502216,305,0.9910340911285759
116,16300,5.58140811346613,359,0.9486830305929019
117,16500,5.3081520007016225,307,0.9268889683575092
118,16600,6.536257863773094,924,0.9571728600063406
119,16700,4.991362702768002,308,0.8710777982609209
120,16800,5.667158303855441,459,0.9246389097209661
121,16900,5.114325280318406,551,0.8102883652370669
122,17000,6.848282335172966,1110,0.9766357294115742
123,17100,5.829722684725661,530,0.929353895930361
124,17200,5.6715459987373915,326,0.9800668000437095
125,17300,5.907085220557193,748,0.8926591353463703
126,17600,6.536687563110732,765,0.9844593071770836
127,17700,4.403069003805219,181,0.8469888464537755
128,17800,4.178469848325817,118,0.8758637757979698
129,18000,5.897344416171646,1224,0.8294577210206777
130,18100,6.7955828245848515,1223,0.9559042662563506
131,18200,6.137063812243831,554,0.9714902359786053
132,18300,6.788631521933948,1069,0.9733532223034878
133,18500,6.875681591978528,1254,0.9637778617280163
134,18600,7.154881418879809,1909,0.9471226237429424
135,18700,5.124033205517595,243,0.932819204440114
136,18800,7.579090665787258,2244,0.9822544932684008
137,18900,5.425151282940479,269,0.969692789286759
138,19200,5.350877390121821,247,0.9712289392540492
139,19300,5.12722227396641,251,0.9279279600148133
140,19400,5.049764618379523,280,0.8961762504032657
141,19800,4.8876658706088545,160,0.963053887127542
142,19900,4.168896956602955,110,0.8869087055318768
143,20000,4.5405137844868095,166,0.8882090436187333
144,20200,6.497840517321628,1647,0.8772909803061508
145,20300,7.301525459080679,1878,0.9686338057961672
146,20400,6.056054317775602,804,0.9052940354256643
147,20500,6.560574717316416,1099,0.9369363893117095
148,20600,4.238393921778768,491,0.6840042182849998
149,20700,5.641529778356032,358,0.9593568799635362
150,20800,6.884869626111819,1597,0.9334299935605642
151,20900,5.939394600097253,517,0.9506008072271016
152,21000,5.797589769336138,435,0.9542814087738847
153,21100,5.906224947827754,616,0.9195076853434039
154,21300,6.837222910953936,1209,0.9633217121656997
155,21400,7.015798903678398,1306,0.9778492664951467
156,21500,4.807591303384621,235,0.8805780751907969
157,21700,6.9321081965563875,1547,0.9439051514876337
158,21900,5.8492218489512435,378,0.9855646379118979
159,22100,7.258012007101618,1821,0.9668143877968749
160,22300,7.067023301559779,1240,0.9921599884265856
161,22600,6.42233904070779,937,0.9385702619582407
162,22800,6.643154882429651,895,0.977391081155742
163,22900,6.209007461868729,534,0.9886331405022895
164,23000,7.010576436647831,1366,0.9710421095227709
165,23100,7.460647547554286,2189,0.9700238523188557
166,23200,6.5915190318550145,882,0.9718862246044915
167,23300,6.962582475301344,1552,0.9476382832997943
168,23400,5.876868432988534,658,0.9056376698197874
169,23500,5.6674760617804445,771,0.8525483962694439
170,23800,5.60081298254542,383,0.9416240813534528
171,24100,6.916367079482081,1622,0.9357297432074059
172,24300,5.5823361015114585,438,0.9178124273014618
173,24400,4.810315631472612,190,0.9167702616412703
174,24600,6.532921660928767,877,0.9640544410685915
175,24700,5.364396189914273,334,0.923122704542471
176,24800,5.439234468512887,257,0.9802054225420831
177,24900,5.83985384699327,369,0.9879977604848267
178,25100,4.828917808753505,167,0.9435177113809861
179,25200,5.346709337827194,361,0.9079334595925007
180,25300,5.750343495985201,375,0.9702067261829377
181,25500,4.572132514220842,225,0.8441742535570291
182,25800,4.4993566614559715,296,0.79069814439173
183,25900,6.302221314891652,557,0.9967823305472343
184,26000,4.9747581161527705,186,0.9519707759997311
185,26200,4.890537792052047,291,0.8620234669776339
186,26300,5.143436817560678,210,0.9619101145831152
187,26400,7.308234577135354,1686,0.9835965425088291
188,26500,5.918979637219717,691,0.9053002530938294
189,26600,6.774505805758317,981,0.9834411767493779
190,26800,5.49173861118435,274,0.9783740023560887
191,26900,4.374713364511138,174,0.8479679148190545
192,27000,6.343093057492087,612,0.988523874492796
193,27100,6.58037518460376,922,0.9639392941976908
194,27200,6.85680513738782,1600,0.9293886155240081
195,27500,6.286184705910534,706,0.9583160716470316
196,27600,6.964102961311099,1661,0.9391690497345895
197,27900,5.944173623062323,411,0.9876350521157227
198,28100,6.002763342720797,478,0.9729565774884339
199,28200,5.002072606119186,202,0.9423173229503997
200,28400,5.662466065760751,465,0.9219198275493498
201,28600,6.208525799344359,733,0.9410927209882367
202,28700,6.717627577848608,1184,0.9492661013300084
203,28800,1.4268385643641888,156,0.28255034644865706
204,28900,5.384293235326748,405,0.8968012181351052
205,29000,5.995705550544383,473,0.9734717799219609
206,29100,3.351628817344563,114,0.7076622430127939
207,29200,4.310292143539502,138,0.8747859190858732
208,29300,6.100365347295352,465,0.9932152711648914
209,29400,5.111598739707209,373,0.8632155782570339
210,29600,5.756272865237627,354,0.9807431708484142
211,29700,7.065103762073699,1674,0.9517891856411099
212,29800,6.3918206844611385,718,0.9719227949512418
213,29900,6.80862601280281,1082,0.9745310593354415
214,30000,5.691413850914471,393,0.9527276931635547
215,30100,5.623336730871994,325,0.9722521953208313
216,30200,5.894642360370698,548,0.9347264577191441
217,30300,6.15809519769377,570,0.9704456491877613
218,30500,6.089234785454707,612,0.9489619509372152
219,30600,5.815381734374788,496,0.9369710131691623
220,30700,5.410430589979211,320,0.9379558790026539
221,30800,5.342183631939551,372,0.9025645269990372
222,30900,6.480655242188247,847,0.9612789911200172
223,31000,7.0485559286191,1374,0.9755136671750311
224,31200,5.322749736430946,582,0.8360597571496777
225,31400,6.920487575009574,1536,0.9432393458474488
226,31500,5.548585989378789,258,0.9992123847696093
227,31600,5.431922541370875,514,0.8701903649347913
228,31700,5.2826068761490745,237,0.9660842675099842
229,31800,6.824730462116131,1213,0.96111432115911
230,31900,5.540012468577029,293,0.975324668793068
231,32000,6.707702790856439,988,0.9727394784344089
232,32100,5.2904496574364,287,0.9347939362198898
233,32200,6.096804228065232,909,0.8949640900130235
234,32300,6.427208381700668,752,0.9704762604632041
235,32400,5.279816499953847,223,0.9764469713763353
236,32500,6.591545492183275,791,0.9877493143601188
237,32600,4.981894592342323,279,0.8846931682492989
238,32700,6.393569554678982,783,0.9595440832997343
239,32800,6.6561991350641305,878,0.9820811756864045
240,32900,7.099459871947962,1637,0.9593060200459362
241,33100,6.359983128994861,655,0.9807773140491565
242,33400,6.046290080403199,596,0.9461756443016556
243,33600,6.194677770988635,612,0.9653944559711707
244,33700,6.673417807962695,925,0.9771038576625176
245,34000,6.304262129332482,584,0.9896954672179847
246,34100,6.338409151529232,692,0.9692370731948831
247,34200,6.777592360211342,971,0.9853548521512665
248,34300,6.7886257385394,1289,0.9479173482980942
249,34400,6.433619771933603,841,0.9553095565053822
250,34500,6.515517853131204,882,0.9606802342556192
251,34600,6.140649391358036,637,0.95104049221559
252,34700,4.6644384297966255,308,0.814023944863324
253,34800,7.013455063566878,1313,0.9767948204331234
254,34900,5.99655702084728,454,0.980134317376818
255,35200,6.456571339565414,761,0.9731617395126623
256,35400,6.578410082295061,891,0.9685036076335416
257,35600,5.723934278446894,316,0.9944737040055524
258,35700,5.170506043228065,277,0.9193616551761554
259,35900,4.695106489320485,167,0.9173724434620643
260,36200,4.962413617395454,258,0.8936520321290076
261,36300,7.000182019445497,1322,0.974019539098169
262,36400,5.354132554091088,256,0.9655475605061715
263,36600,4.876302674096112,214,0.9087447764293175
264,36800,6.852159459289483,1067,0.9827257143640108
265,37000,5.82653784272644,375,0.9830623525915301
266,37100,4.714675520660547,267,0.8438277601216447
267,37200,6.114967891148814,868,0.9037532705287488
268,37400,7.319724892123726,1775,0.9783693637749049
269,37800,5.136284153828857,504,0.8254272720100869
270,38100,5.607509478367145,626,0.8708191285154684
271,38300,6.103551239776448,732,0.9253720961237325
272,38400,6.017163291745119,550,0.9536039971402482
273,38600,5.961377677474443,742,0.9019613668678808
274,38800,5.164362044163812,546,0.8193993741392938
275,38900,5.662112884912928,379,0.9536131973504868
276,39000,7.086855691000762,1482,0.9706495306555235
277,39100,7.2574485591018805,1825,0.9664568569664719
278,39300,5.977969347897327,432,0.9850939524541559
279,39400,7.016995180773202,1518,0.9579320804326172
280,39500,5.798110747030668,419,0.9602906097080721
281,40200,6.150416187919586,832,0.9147188366235389
282,40300,5.569227324604654,487,0.8999660023933219
283,40400,7.083211386359395,1713,0.9512771905772006
284,40500,6.5022223021248955,1228,0.9141139320365363
285,40600,5.411453656412565,278,0.9615881288183761
286,40700,6.160993728163504,719,0.9366256588749432
287,40900,6.114436828093028,456,0.9986841991208485
288,41000,7.262592815955826,1586,0.9855641181287302
289,41300,5.714553197812727,632,0.8861298199654921
290,41400,5.482822244098709,334,0.9435018442548898
291,41500,5.298792306233711,230,0.9743867283323853
292,41700,5.769196907501252,531,0.9194287987290676
293,41800,5.582834805990967,584,0.8764398098245157
294,41900,7.048511215509528,1563,0.9584122863179056
295,42100,6.673173916977289,909,0.9795707388166317
296,42200,5.5137372114605325,317,0.9574285910676879
297,42300,6.267898579293004,800,0.9376608297756283
298,42400,5.214276194216873,339,0.8950010467063607
299,42500,4.855663868139267,206,0.9113695052793251
300,42700,6.0539169655751115,554,0.9583281845216989
301,42800,5.969847317035722,485,0.9653466341640305
302,43100,6.263841097496314,672,0.9621493909860674
303,43200,5.492026304145177,392,0.9197430043258491
304,43300,6.159710526224986,813,0.9192594696790729
305,43500,6.357450363735583,969,0.9245499879021489
306,43600,6.498983765822906,1194,0.9172794340582217
307,43700,5.592460825474038,289,0.9869466479124196
308,43800,5.39983181938868,269,0.9651671825424839
309,43900,6.0692734722113855,613,0.9456105305308717
310,44000,5.636861262115824,389,0.9452144320252502
311,44100,6.382851903628264,702,0.973896362710604
312,44200,6.029007470086134,505,0.9685839627965398
313,44300,6.139693517775234,645,0.949057961451124
314,44400,6.387460955673137,649,0.9864145355407646
315,44500,6.5171309585251755,736,0.987260077486907
316,44600,6.55121145132128,899,0.9632317046823552
317,44700,3.881909352580516,114,0.8196255699328706
318,44800,5.91192612746243,511,0.9479755877119725
319,44900,6.504634724587636,678,0.9977738555808356
320,45000,6.443429645960775,742,0.9748962278883764
321,45100,6.283984996320297,828,0.9352541588966773
322,45200,6.233406307348129,643,0.9640066180366956
323,45500,7.470855770788459,2375,0.9611595844235943
324,45600,6.169989883195205,698,0.9422393762897135
325,45800,6.113397051887016,559,0.966369365414002
326,45900,5.978551814010187,561,0.9445206041855474
327,46000,6.621244150714203,1040,0.9531117076278984
328,46100,6.853704560682978,1379,0.9480698017133853
329,46200,7.6541205832624994,2490,0.9787830434558109
330,46300,5.5535801194385295,295,0.9765437286882943
331,46400,6.7266651809502935,1092,0.9615337377862418
332,46500,6.031928753908224,434,0.993229791093855
333,46800,5.866243790882297,395,0.9811600391029235
334,46900,4.880235065670883,176,0.9438642630659324
335,47000,6.781717038556041,1117,0.9662765445340348
336,47100,5.907304586531102,944,0.8623643482255867
337,47200,5.00171243274014,331,0.862049360103773
338,47300,6.524914569363684,1331,0.9070335755668811
339,47500,3.607055498707639,192,0.6860786826173508
340,47600,4.606789430993401,279,0.818081366761059
341,47700,5.702438140399126,548,0.9042482100648792
342,47800,6.619791333012987,756,0.9987552818852042
343,48000,5.5642851699512885,304,0.9732828771465699
344,48400,5.661645588595711,326,0.9783559678845704
345,48900,6.902529723023003,1452,0.9480588929585672
346,49100,3.217648158750249,47,0.8357207285562552
347,49400,4.7878687786595675,290,0.8444390356160603
348,49500,6.219218476192607,533,0.9905546315817316
349,49600,6.876246068171726,1216,0.9680324230894252
350,49800,5.144007196176246,198,0.9727207734252136
351,49900,6.38269511480866,983,0.9262889540703394
352,50000,7.195332227632738,1590,0.9761029202476216
353,50100,5.815632333725836,482,0.9413539886997759
354,50300,5.376627353416529,546,0.8530782796973804
355,50400,6.028266095912038,693,0.9216080795621836
356,50800,4.786390709204032,166,0.9363071484845648
357,50900,6.492066913631474,729,0.9848889944455986
358,51200,5.7975902215925545,348,0.9906680846449413
359,51300,5.553550838640313,387,0.9320501852002773
360,51600,5.653364274851686,309,0.9860505422259924
361,51700,6.830631421218678,1204,0.9629552776826255
362,51900,6.702139998067171,910,0.9836639749809202
363,52000,6.387325014031342,625,0.9921670424010339
364,52100,5.699640461450062,482,0.9225788314412355
365,52200,6.471611150489068,819,0.9647480666002365
366,52400,6.403833304978884,679,0.9820894635196298
367,52700,6.17755177404416,542,0.9813011511557149
368,52800,6.576697539157783,1008,0.9509775207190178
369,52900,7.1221804216447335,1464,0.9771232093574121
370,53300,6.442036665345668,822,0.9598161260961205
371,53500,6.458357585429686,925,0.9456153192383194
372,53700,5.141616689661215,376,0.8671117956617476
373,54000,6.258106160777077,927,0.9160053710433482
374,54100,7.416639167477381,1678,0.9988258182726785
375,54200,6.752690392369789,1016,0.9753108889933921
376,54300,5.907325576177872,430,0.9741976954781354
377,54400,6.441247191454332,863,0.9527887690011002
378,54500,6.801151520301399,1099,0.9712939221275397
379,54600,6.399341356524534,701,0.9766247468678174
380,54900,4.93254261666535,185,0.9448671282079404
381,55000,6.131117557980797,624,0.9526063263083908
382,55100,6.9570083190936245,1380,0.9622632720549557
383,55200,6.40477864070786,879,0.9448269472151223
384,55300,6.5783071376367435,1327,0.9148384805862925
385,55400,6.183315367900422,782,0.9281672460174779
386,55500,6.1834654310637625,525,0.9872381049109933
387,55700,6.083681507491432,608,0.949066385787186
388,55800,6.88223598349842,1186,0.9722949798543763
389,55900,6.501059216677248,763,0.979479656513994
390,56300,7.2800291908545205,2063,0.9538926661980578
391,56400,6.485451761503122,917,0.9507916108757182
392,56500,7.5875706691644815,2500,0.9697758242520956
393,56600,5.855152605491821,700,0.8937690130543983
394,56700,5.988902161259897,419,0.9918897307823084
395,56900,5.097341949280315,238,0.9314857128330585
396,57100,5.843021546779436,611,0.9108235750709474
397,57400,5.531225479172791,442,0.9080518946256817
398,57600,6.5531893566825286,1308,0.9131768288659794
399,57700,6.391494173267716,807,0.9549058868267388
400,57800,6.9462377254689915,1559,0.9448349858793473
401,57900,5.511698250622969,514,0.8829703803010435
402,58000,6.71185587125924,1127,0.9551096450642296
403,58300,6.881543397133617,1281,0.9617277795374486
404,58400,7.491715113086557,2226,0.9719450573467718
405,58600,5.527609237732789,422,0.914409326472903
406,58700,6.337943830644222,730,0.9613076019466936
407,58800,4.586395416821492,294,0.8069554056719183
408,58900,5.7835140669183005,429,0.9541458669545619
409,59000,5.697291583397886,555,0.901617397151263
410,59100,6.438147464075022,987,0.9337861605055183
411,59200,6.298038198033595,571,0.9922249904657903
412,59400,6.633009578994807,1170,0.9388868824685243
413,59600,6.137282744541547,1015,0.8865518493734186
414,59700,7.0590782994848915,1543,0.9615329055328011
415,59800,5.980749461590035,515,0.9578138375760422
416,60000,6.090265255046627,487,0.9841637547966932
417,60200,7.26863836199489,1813,0.9687980784902785
418,60300,7.142143839086948,1867,0.9482289244332428
419,60700,4.594352066708897,175,0.8895532341330926
420,60800,6.159496990390513,686,0.9431346507307486
421,60900,4.8556053529608985,277,0.8633695303435558
422,61100,4.056765590245528,91,0.8993331723997853
423,61400,4.494099339067801,211,0.8397269185737654
424,61500,5.615496916687994,692,0.8586930357363284
425,61700,6.1505228602449,480,0.9962319323563326
426,61900,7.152066144429281,1631,0.9668941246793358
427,62000,4.361538733699767,104,0.9390981139219144
428,62200,5.699425447705146,468,0.9269667132364252
429,62300,5.752775001633921,400,0.9601617361502583
430,62400,5.4723510605682,272,0.9761941281283991
431,62500,6.8532232995932905,1797,0.9145100922608077
432,62600,5.198128088128671,214,0.9687199632604961
433,62800,5.641221889965784,363,0.957047227443076
434,62900,6.763317332039513,1060,0.9709006386394977
435,63000,6.528973903579304,1042,0.9395697899537772
436,63100,6.8926906553880265,1500,0.9424973254676398
437,63300,5.366400063054641,423,0.8873937148516909
438,63500,5.984084932029262,400,0.9987683119843742
439,63600,6.753269916847925,1165,0.9564892744870235
440,63700,4.9859723817803,204,0.9375441674034469
441,64000,5.250217919481566,205,0.9863250191259973
442,64100,5.58561845697536,694,0.8537474047565772
443,64200,6.59942467622848,855,0.9775330302164504
444,64500,5.970540230834696,460,0.9737921508976924
445,64600,5.639022488319251,478,0.9139997210232517
446,64700,5.939028096214635,819,0.8853538539432417
447,64900,6.373218461475133,951,0.9293773812706562
448,65200,7.497446311311391,2298,0.9686880383710943
449,65300,6.547099296133361,728,0.9934446466485554
450,65400,6.5549993467182315,745,0.9911717103175303
451,65500,3.9031751496929026,140,0.7898538210362728
452,65600,6.24989651120795,541,0.9930844004331921
453,65800,5.792386860245621,685,0.8871213508777204
454,66100,5.833688772643725,342,0.9998077119431222
455,66200,6.309002436793067,661,0.9715493676516019
456,66300,6.236913482944244,625,0.9688030576947807
457,66400,5.478792478908069,618,0.8525328435858534
458,66600,5.224629685658121,305,0.9133470149343382
459,66900,3.8898434053119253,104,0.8375357479128333
460,67200,7.246783368174206,1991,0.9539769772418227
461,67400,4.486713884579238,122,0.9339496731593446
462,67500,5.774531018024302,525,0.9219485614563104
463,67600,7.581376221163037,2350,0.9767082694872866
464,67700,6.3942489831364355,859,0.946487225507169
465,67800,5.081602243733586,525,0.8113171206250196
466,67900,5.419091231062907,334,0.9325348047160409
467,68000,7.504849531154607,2539,0.9573091449141878
468,68100,5.920039828566984,793,0.8867879858444215
469,68200,5.510727596506411,364,0.9344724116406363
470,68300,6.8394301750572275,1212,0.9632963388088344
471,68700,5.909982971233154,533,0.941301712929704
472,68800,5.1899563393757555,219,0.9630520059068641
473,69000,6.173373209940838,946,0.9009274186852125
474,69100,5.793830502121121,628,0.89930840203008
475,69200,5.549076084895219,257,0.9999999999999999
476,69300,4.8427924259446,277,0.8610912787196584
477,69400,6.458007547415878,807,0.9648431582698445
478,69500,6.445479943863667,802,0.9638664962434432
479,69600,4.097824426613175,122,0.8529988500166337
480,70000,6.043176155325282,586,0.948199110486869
481,70100,4.014198735714887,150,0.801135684420015
482,70200,6.103789729893071,481,0.9883291630049142
483,70300,6.215624513602683,574,0.9784333581939695
484,70400,4.733535605731241,287,0.836390225337231
485,70500,5.5562534014818805,273,0.9905127620485121
486,70600,6.374279387234509,1064,0.9145582255090181
487,70900,5.930082609502086,882,0.8743607613190463
488,71200,6.3168499938413145,686,0.9672283502946147
489,71300,6.221177731300271,635,0.9639819066598534
490,71500,4.573009712350571,194,0.8680965914928304
491,71600,6.516375891545399,1157,0.9238387599689654
492,71800,7.0254868662397465,1546,0.9567042204842118
493,71900,5.3676688360386615,265,0.961994398194705
494,72100,4.3895056717394985,207,0.8231271593174867
495,72200,4.7601974582726925,145,0.9564902815068899
496,72300,6.490740389961024,841,0.9637912315513865
497,72400,5.635075558766275,794,0.8439426572202474
498,72500,6.410946533938806,647,0.9905135235711566
499,72600,6.78711161327622,1122,0.9664301721295856
500,72700,5.954368207327949,529,0.9495103159620205
501,72800,3.729066738860599,102,0.8062894398318692
502,72900,6.563964377458426,1206,0.925145147163305
503,73000,5.505234999575473,380,0.9267805195101454
504,73100,6.882230740562061,1192,0.9716015681492477
505,73400,6.0407425079064225,648,0.9330930643160364
506,73500,6.365349444161128,738,0.9638709251961605
507,73600,6.9906191927473795,1317,0.9732020721675281
508,73700,5.582134614590365,312,0.9719887717352154
509,73800,5.538195411568255,475,0.8985741581693719
510,73900,6.559517681063909,850,0.9724666922257438
511,74100,4.416527320230804,249,0.8004648889817766
512,74200,6.809844046761727,1004,0.9852565134309472
513,74300,3.3557211478364377,29,0.9965626179776182
514,74500,6.2541168159803675,642,0.9674423988315765
515,74600,5.986397424177844,874,0.8838515257687973
516,74700,4.849993947118158,202,0.9136679277672061
517,74800,5.593467612649375,307,0.9767096768036104
518,74900,5.863004251615186,500,0.9434230057248061
519,75200,6.209814966868305,736,0.9407057253238217
520,75500,5.8858339143243175,380,0.9908525636577853
521,75700,6.058564798012524,430,0.9991390838403041
522,75900,7.161437194675296,1402,0.9883767758562099
523,76000,5.711868840442806,308,0.9968183900418385
524,76300,6.708272194683502,1108,0.9569149449638187
525,76700,6.0493737157042435,602,0.9451766225651183
526,76800,6.192790917084262,848,0.9184191818867876
527,76900,6.829715010220507,1114,0.9734884500505502
528,77000,6.016607599062536,459,0.9816541540460152
529,77200,5.5516596197866335,288,0.9803458172205644
530,77400,6.406783066872135,929,0.9374716311558321
531,77500,5.513428746164981,248,0.9999999999999997
532,77700,5.795305034591801,557,0.9166066010666349
533,77800,6.239097224043509,991,0.904385475438354
534,77900,4.063573659033417,61,0.9884938806923461
535,78000,5.3886393928927045,254,0.9731468488345577
536,78100,5.584865168157522,586,0.8762882379275968
537,78500,5.002324707514969,397,0.8359588860696401
538,78600,5.275459599857702,222,0.9764528264372339
539,79000,6.371175696228236,697,0.9731761920524156
540,79300,6.198515710049212,688,0.9486862621060494
541,79400,6.775414630329692,1010,0.9794308998487433
542,79500,7.116601404848955,1547,0.9690265265129606
543,79700,6.742576706890523,975,0.9796786001040054
544,79900,6.842472741754959,1305,0.9537932110521276
545,80000,6.6210795060605525,1357,0.9179329605510329
546,80100,6.482226051311097,1206,0.9136246983272112
547,80300,4.6043041713531405,213,0.858804935273264
548,80400,6.7178389940806555,988,0.974209413126666
549,80500,5.336124258752253,238,0.9751206723793364
550,80700,4.578948929804281,128,0.9437181305017804
551,80800,6.243740123504043,1049,0.8976575361770102
552,80900,6.982984310852322,1174,0.9879477056400093
553,81100,5.676445906714046,531,0.904647202156446
554,81200,6.376094924928045,621,0.9914113958212166
555,81400,7.287977206839913,2109,0.9521827217997803
556,81500,7.317062674316046,1966,0.9648335711465044
557,81600,6.007155875887017,437,0.9880299146597072
558,81800,6.189638692107346,589,0.9704021829039712
559,82000,5.871422414358411,405,0.9779368513651995
560,82100,6.11150635364824,561,0.9655254070232285
561,82200,7.0522386891604505,1864,0.9364925866097474
562,82400,5.807875980760679,680,0.8904926931414017
563,82600,5.994573651417237,640,0.9277417280108072
564,82700,4.290622003659053,118,0.8993723839247956
565,82900,7.09627132684581,1804,0.9464519692932597
566,83100,5.385056350547005,734,0.8161019901912148
567,83200,5.496387638124796,309,0.9586709342198511
568,83400,6.346397303654057,595,0.9934000631417627
569,83500,5.10184918334026,186,0.9762909497706468
570,83600,6.357127886213641,634,0.9852882287636232
571,83800,6.690106042251481,960,0.974249459709982
572,83900,6.023754423579321,869,0.8901210286042781
573,84000,6.230899901854987,535,0.9918235173528092
574,84400,6.975303234091293,1307,0.9721013495214367
